"gene","logFC","logCPM","F","PValue","FDR","median_logFC_by_sample","prop_same_sign","expr_prop_in_A","stability_score"
"CHMP4C",1.76808005188737,2.81939933649841,12.7365224245625,0.00168392046801077,0.0470464037290376,0.986977132144818,0.625,1,0.616860707590511
"CCT8",0.644592316458993,6.99659153482352,21.3055365479612,0.000197485497634434,0.0149802305705603,0.615969090495175,1,1,0.615969090495175
"DANCR",0.691559161217118,6.40424894747658,16.1655455101515,0.000829872237686487,0.0329821616944187,0.602436758211817,1,0.875,0.602436758211817
"ZFAND1",0.664554150421379,6.22799939886026,13.5167722453093,0.00164742554629738,0.0463524756285072,0.682099670310387,0.875,1,0.596837211521589
"NUPR2",2.12674854090945,1.95952354197226,20.1149356772718,0.000160473739418877,0.0133971833695913,0.671897302230273,0.875,0.75,0.587910139451489
"C5orf24",0.623221646050915,6.81074272550459,13.676089614139,0.00156701818691019,0.0453020464018129,0.58597198769952,1,1,0.58597198769952
"DPF3",1.65319782196019,1.23887652475504,11.6874123063645,0.00182574729637826,0.0486027709520772,0.924434971674032,0.625,0.625,0.57777185729627
"SPAG16",0.595294721356426,5.37914891248073,13.2924499926238,0.00176505202988292,0.0481685088774045,0.5659713864846,1,1,0.5659713864846
"PBXIP1",0.569695810748231,7.21631882054676,15.2302444995802,0.00098570047341829,0.0358197951295129,0.546998731122947,1,1,0.546998731122947
"FBLIM1",0.574302553277467,8.35627112261463,14.0148391622409,0.00141195465627015,0.0429232257949485,0.528707151624443,1,1,0.528707151624443
"RSU1",0.5285139167878,7.06425962968908,13.3182792481146,0.00174913336358841,0.0479194614113959,0.526540676417409,1,1,0.526540676417409
"PLPBP",0.592107844413848,6.07378671996345,13.3796130939222,0.00171883184125586,0.0475702368725048,0.522175928370294,1,1,0.522175928370294
"CCDC107",0.643886856622224,7.91445360049144,17.5840618808008,0.000510354900145866,0.024829645814338,0.518612516297249,1,1,0.518612516297249
"KCNQ3",1.64901944556381,0.953670564300523,11.6942250916761,0.00192717232682128,0.0495272756996748,0.671897302230273,0.75,0.625,0.503922976672705
"BLVRA",0.558705963794742,5.63822546489195,14.8369829625449,0.00110912658392357,0.0377661475204518,0.573585662145208,0.875,1,0.501887454377057
"ESRRG",2.48160336940389,1.49772916627099,13.2068089951551,0.00118417813343752,0.0388548122899301,0.777224285510027,0.625,0.625,0.485765178443767
"PFKM",0.537535699437044,5.12850369182941,13.5323046291699,0.00164421543240045,0.0463524756285072,0.478607331232226,1,1,0.478607331232226
"HS1BP3",0.653857184581569,4.73078460860956,13.054731799269,0.00184964502172157,0.048849483767718,0.466666349751627,1,1,0.466666349751627
"COX17",0.534903501187416,7.34132269689927,13.8146807655586,0.0015031724960724,0.0447431661330917,0.516441820091343,0.875,1,0.451886592579925
"NR1H2",0.512595798974163,6.4900919939809,13.1250686792854,0.00185932530417749,0.0489347035608408,0.438075434741807,1,1,0.438075434741807
"SMPX",2.71987868722584,1.43505691800925,24.1417578433998,8.91260727885779e-05,0.00990141544074052,0.467847458232295,0.625,0.625,0.292404661395184
