"gene","logFC","logCPM","F","PValue","FDR","median_logFC_by_sample","prop_same_sign","expr_prop_in_A","stability_score"
"PTGDS",2.58013088042714,8.4167522747021,12.8727366838739,0.00207212585715628,0.0265987867948152,2.68973090597351,0.818181818181818,1,2.20068892306923
"C7",2.48359894713401,8.42876892946619,30.2033552081671,8.44100876874194e-06,0.000540837796879265,2.40613099018618,0.909090909090909,1,2.18739180926016
"OMD",2.48318203755877,7.40393481951219,55.2394543537148,2.1837916557782e-08,9.35473951288074e-06,2.39813636701621,0.909090909090909,0.909090909090909,2.18012397001474
"ENC1",3.27938417465372,4.63580349404845,32.4749634087649,2.46124408408339e-06,0.000216145256506114,2.36132821101353,0.909090909090909,0.909090909090909,2.1466620100123
"PCOLCE",2.41256926400617,7.69903898150878,50.4180336371887,9.54490765291274e-08,2.38511334066868e-05,2.14155093832452,1,1,2.14155093832452
"CRLF1",1.82594911670356,4.87188860347927,14.119376799052,0.00077274385634917,0.0136142757206147,2.13666907265066,1,1,2.13666907265066
"DCN",2.13691790201267,9.95785698671967,58.7698369813714,2.32034005319402e-08,9.66357178264944e-06,2.32489478540025,0.909090909090909,1,2.11354071400023
"SCARA5",1.78160005132688,2.88878596095049,14.7624486536244,0.000496607133599706,0.00987060922992624,2.32074709556579,0.909090909090909,1,2.10977008687799
"NID2",2.00292728902556,2.97214617732251,32.043965719759,2.25946479997177e-06,0.000206561925280346,2.10589411151996,1,1,2.10589411151996
"DEPTOR",2.96503447353313,2.58428926063039,39.343317232822,3.45067770650495e-07,5.27918478098252e-05,2.5625502547099,0.818181818181818,0.909090909090909,2.09663202658083
"VCAN",1.83924493248804,9.60186973945497,31.7699417799512,5.30907556365796e-06,0.000380794195077368,2.09530988780582,1,1,2.09530988780582
"SERPINA3",2.17570373465643,4.81922077972815,11.97977314997,0.00147804066978153,0.0210323916331034,2.53930446509154,0.818181818181818,0.818181818181818,2.0776127441658
"TIMP1",2.08569403104068,12.6866904798914,20.5861762371357,0.000109498237716649,0.00336155558585389,2.0654388249127,1,1,2.0654388249127
"ACKR4",2.82133080281336,3.61304366026518,38.3317466276205,7.50876664328091e-07,8.93483637164371e-05,2.51222360816458,0.818181818181818,0.818181818181818,2.05545567940739
"TNFSF10",2.49748940205528,5.09040801680855,27.2359962298386,1.36554698587526e-05,0.000761102080268688,2.24791938933505,0.909090909090909,1,2.04356308121368
"MMP2",2.26613571496901,7.83290508758616,55.2154948669256,4.24384449480578e-08,1.47972001187495e-05,2.24775552164128,0.909090909090909,1,2.04341411058298
"FKBP11",2.25847876705333,4.93643502983576,107.887334462665,1.31148875080928e-11,1.96631508408835e-07,2.03524149402905,1,1,2.03524149402905
"CHI3L2",1.92434561553577,4.80314077664449,9.61550817529654,0.00435669525387891,0.0452354099317219,2.48653959238151,0.818181818181818,0.818181818181818,2.03444148467578
